שם,תיאור,סוג,שעות פתיחה,כתובת,אתר אינטרנט,טלפון,משלוחים,כשרות,נגישות לנכים,קטגוריה,עיר,אזור,חדש,latitude,longitude
אלגו דולסה,אלגו קפה מסעדה,"איטלקי,בית קפה,דגים,חלבי,כריכים-סלטים","א-ה: 08:00-00:00
שישי: 08:00-14:00
שבת: שעה לאחר צאת שבת-00:00",עוזי חיטמן 3,,04-8727276,ישיבה במסעדה,כשר למהדרין,N,מסעדה,עכו,צפון,N,32.943236,35.083217
ביף בהר,מסעדת בשרים,בשרים,"א-ה: 12:00-23:00
שישי: 
שבת: שעה לאחר צאת שבת-23:00",מושב יערה,,,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,יערה,צפון,N,33.068084,35.184501
בייקר BAKER,בית קפה מסעדה,"בית קפה,מתוקים-קינוחים","א-ה: 
שישי: 
שבת: ",המסגר 9,,,ישיבה במסעדה,,N,מסעדה,תל אביב - יפו,מרכז,N,32.062119,34.784626
GUESTA,מסעדה חלבית איטלקית ,"איטלקי,חלבי","א-ה: 09:00-23:00
שישי: 08:00-15:00
שבת: 19:30-23:00",גליל עליון,,053-4259770,"ישיבה במסעדה,איסוף עצמי,משלוחים",כשר,N,מסעדה,ראש פינה,צפון,N,32.968664,35.547402
LA CARNE,לה קרנה בר מסעדה בשרי לא כולל עסקיות,"בר-פאב,בשרים","א-ה: א'-ד' 12:00-00:00 ה' 12:00-00:30
שישי: 
שבת: מצאת שבת - 00:30",תוצרת הארץ 1 מגדל בסר,lacarne.co.il,03-5499174,ישיבה במסעדה,כשר,Y,מסעדה,פתח תקווה,מרכז,N,32.090789,34.860103
פלייגראונד,קז׳ואל ביסטרו בשרי,בר-פאב,"א-ה: 11:00-22:00
שישי: 
שבת: 19:00-23:00",דרך מנחם בגין 144,,03-6395504,ישיבה במסעדה,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.077949,34.793445
BELAGO,מסעדה איטלקית ,"איטלקי,חלבי,מתוקים-קינוחים","א-ה: 12:00-23:00
שישי: 12:00-23:30
שבת: 12:00-23:30",המאה עשרים ואחת מתחם יס פלאנט,belago.co.il,05-5449977,ישיבה במסעדה,,Y,מסעדה,ראשון לציון,מרכז,N,31.979650,34.747597
טוני וספה,פיצה איטלקית מיוחדת,"איטלקי,חלבי,צמחוני-טבעוני","א-ה: 11:00-22:00
שישי: 
שבת: ",דיזינגוף 55,,054-3069699,"ישיבה במסעדה,איסוף עצמי",,N,מסעדה,תל אביב - יפו,מרכז,N,32.075083,34.774927
קפה 111,בר מסעדה חלבית,"בית קפה,חלבי,צמחוני-טבעוני","א-ה: 07:30-00:00
שישי: 07:30-15:00
שבת: 18:30-23:30",סוקולוב 111,,03-5402227,ישיבה במסעדה,,N,מסעדה,רמת השרון,מרכז,N,32.151327,34.841432
בליקר בייקרי,בית קפה ומסעדה איטלקית,"חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-22:00
שישי: 08:00-13:30
שבת: ",שא נס 17,,077-7950590,ישיבה במסעדה,"כשר למהדרין בד""צ",Y,מסעדה,באר יעקב,מרכז,N,31.941781,34.834182
Just meat,מסעדת בשרים ,"בשרים,ים תיכוני,כריכים-סלטים","א-ה: א'-ד' 11:00-23:00 ה' 11:00-00:00
שישי: 11:00-14:00
שבת: שעה לאחר צאת השבת - 00:00",נוף ים סנטר,,,ישיבה במסעדה,כשר,N,מסעדה,אור עקיבא,צפון,N,32.504344,34.917956
סלון יווני,מסעדה יוונית טברנה ,"חלבי,ים תיכוני,צמחוני-טבעוני","א-ה: 18:00-00:00
שישי: 12:00-16:00
שבת: 20:00-00:00","אלי לנדאו 60, מלון דניאל",salonyevani.co.il,052-5575075,ישיבה במסעדה,כשר,N,מסעדה,הרצליה,מרכז,N,32.171461,34.800508
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-21:00
שישי: 11:00-14:30
שבת: שעה לאחר צאת שבת-22:30",שדרות אליהו סעדון 120,,,"ישיבה במסעדה,איסוף עצמי",כשר למהדרין,Y,מסעדה,אור יהודה,מרכז,N,32.025398,34.857724
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-22:00
שישי: 11:00-14:30
שבת: 19:00-22:00",חריש,,,ישיבה במסעדה,כשר למהדרין,N,מסעדה,חריש,צפון,N,32.460902,35.047550
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-22:00
שישי: 11:00-14:30
שבת: 19:00-22:00",שדרות הציונות 1,,,ישיבה במסעדה,כשר,N,מסעדה,יבנה,דרום,N,31.865006,34.726773
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-22:00
שישי: 11:00-14:30
שבת: מצאת השבת - 22:00",קניון שער צפון,,1-700-700-600,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,קריית אתא,צפון,N,32.807598,35.077149
Wok a Way,"מסעדה אסייתית, מוקפצים, לא כולל עסקיות ומבצעים",סושי-אסייאתי,"א-ה: 11:00-22:00
שישי: 11:00-16:30
שבת: 11:00-22:00",גיסין סנטר - גיסין 17,,053-8585300,איסוף עצמי,,N,מסעדה,פתח תקווה,מרכז,N,32.097970,34.881291
מונטנה,מסעדת בשרים,בשרים,"א-ה: 12:00-23:00
שישי: 12:00-17:00
שבת: חצי שעה לאחר צאת שבת-23:00",אירוס 1,,04-6532827,"ישיבה במסעדה,משלוחים",כשר,Y,מסעדה,קריית ים,צפון,N,32.842951,35.071038
LA BRACE,"גריל בשרים, איטלקי כשר","איטלקי,בשרים","א-ה: 
שישי: 
שבת: ",תוצרת הארץ 3,,,ישיבה במסעדה,כשר,N,מסעדה,פתח תקווה,מרכז,N,32.090201,34.860298
בורגראנץ',רשת המבורגר ישראלית,"בשרים,ים תיכוני","א-ה: 
שישי: 
שבת: ","לב העיר 2, קניון עזריאלי",,08-8642000,ישיבה במסעדה,,N,מסעדה,מודיעין-מכבים-רעות,ירושלים,N,31.899134,35.007706
RUBEN  המבורגרים,מסעדת המבורגרים,"בשרים,ים תיכוני","א-ה: א'-ד' 11:30-00:00 ה' 11:30-01:30
שישי: 
שבת: שעה וחצי לאחר צאת השבת - 23:30",געתון 35,,077-9800370,"ישיבה במסעדה,איסוף עצמי,משלוחים",כשר למהדרין מחפוד,N,מסעדה,נהרייה,צפון,N,33.006570,35.093160
סלון יווני,מסעדה יוונית טברנה,"דגים,חלבי,טאפסים,ים תיכוני","א-ה: 18:00-23:00
שישי: 
שבת: ",הטיילת 21 מלון ווסט,salonyevani.co.il,050-2902777,ישיבה במסעדה,כשר,N,מסעדה,אשדוד,דרום,N,31.812782,34.640304
300 גרם,מסעדת שף בשרים,"בשרים,ים תיכוני","א-ה: 12:00-22:00
שישי: 12:00-15:00
שבת: שעה לאחר צאת השבת -22:00 שעון חורף",בוסתן הגליל,300gramchef.co.il,04-9808544,ישיבה במסעדה,כשר למהדרין,N,מסעדה,בוסתן הגליל,צפון,N,33.007366,35.220917
פאזל בורגר,מסעדת המבורגרים,בשרים,"א-ה: הפתיחה בקרוב
שישי: 
שבת: ",אגודת הספורט ביתר 1,puzzle-burger.co.il/malha/,052-8796195,ישיבה במסעדה,,N,מסעדה,ירושלים,ירושלים,N,31.750936,35.187324
בובו המבורגר,מסעדת המבורגרים,בשרים,"א-ה: 10:00-02:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",שמריהו לוין 3,boboburgers.co.il,08-6414000,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,באר שבע,דרום,N,31.243390,34.795899
ברביס,דיינר אמריקאי בשרי ,בשרים,"א-ה: 12:00-00:00
שישי: 12:00-17:00
שבת: צאת שבת-00:00",תרשיש 19 פארק אופירה,barbis.co.il,08-6342404,ישיבה במסעדה,,N,מסעדה,אילת,אילת,N,29.552005,34.957184
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",מרכז אבשלום,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,אבשלום,דרום,N,31.195348,34.331640
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",שד הרצל 40,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,אופקים,דרום,N,31.314542,34.621468
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",הכרמל 1,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,אור עקיבא,צפון,N,32.517693,34.916350
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",שמעון בן שטח 8,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,אלעד,מרכז,N,32.055404,34.960550
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",דרך רמת הגולן 3,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,אריאל,מרכז,N,32.105435,35.198136
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",רוגוזין  13,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,אשדוד,דרום,N,31.805838,34.643850
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",שפירא יוסף 25,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,אשקלון,דרום,N,31.655898,34.586693
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",אלי כהן 37,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,אשקלון,דרום,N,31.669858,34.579038
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",קרן היסוד 5,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,באר יעקב,מרכז,N,31.942755,34.834898
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",דרך מצדה 266,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,באר שבע,דרום,N,31.253437,34.771058
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",הנביאים 3,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,בת ים,מרכז,N,32.014100,34.748486
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",אנה פרנק 29,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,בת ים,מרכז,N,32.006971,34.754261
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",בלפור 101,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,בת ים,מרכז,N,32.017511,34.745662
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",מנחם בגין 38,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,גבעת שמואל,מרכז,N,32.075077,34.853855
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",הלל יפה 21,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,חדרה,צפון,N,32.436677,34.916807
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00", דרך צרפת 63,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,חיפה,צפון,N,32.821549,34.963969
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",חניתה 40,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,חיפה,צפון,N,32.792240,35.012235
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",דרך ארץ 58,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,חריש,צפון,N,32.462850,35.043303
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: שעה מצאת השבת - 23:00",ז'בוטינסקי 50,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,טירת כרמל,צפון,N,32.760592,34.965097
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",העצמאות 44,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,יבנה,דרום,N,31.869781,34.746888
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",התמר 6,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,יקנעם עילית,צפון,N,32.654771,35.104857
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",עולי הגרדום 2,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,ירושלים,ירושלים,N,31.752719,35.234697
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",כנפי נשרים 31,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,ירושלים,ירושלים,N,31.787030,35.182226
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",צביה ויצחק 800,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,ירושלים,ירושלים,N,31.730270,35.188083
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",המוציא 1,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,ירושלים,ירושלים,N,31.785593,35.213092
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",ויצמן 57,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,כפר סבא,שרון,N,32.176792,34.901997
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",דרך העמק 5,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,מגדל העמק,צפון,N,32.676380,35.240946
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",עמק זבולון 24,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,מודיעין-מכבים-רעות,ירושלים,N,31.907630,34.998185
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",מנחם בגין 4,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,N,מסעדה,מזכרת בתיה,מרכז,N,31.849977,34.840994
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",הרכס 35,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,מעלה אדומים,ירושלים,N,31.782459,35.311350
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",הרצל 64,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,נהרייה,צפון,N,33.006955,35.096221
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",הלולב 25,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,נוף הגליל,צפון,N,32.700678,35.320415
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",יוסף סמילו 113,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,נתיבות,דרום,N,31.424137,34.594180
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",כצנלסון 24,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,נתניה,שרון,N,32.284849,34.852151
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",עוטף עזה אבשלום,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,אבשלום,דרום,N,31.195759,34.331856
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 
שבת: חצי שעה מצאת השבת - 23:00",אחד העם 1,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,עכו,צפון,N,32.933496,35.091557
פיצה סטורי,פיצרייה,חלבי,"א-ה: 11:00-23:00
שישי: 10:00-15:00
שבת: חצי שעה מצאת השבת - 23:00",ארלוזרוב 18,pizza-story.co.il,3606*,"ישיבה במסעדה,איסוף עצמי",כשר,Y,מסעדה,עפולה,צפון,N,32.607750,35.288293
