שם,תיאור,אזור,עיר,כתובת,טלפון,קטגוריה,סוג,שעות פתיחה,כשר,נגישות לנכים,אתר אינטרנט,משלוחים,חדש,latitude,longitude
shake away ,"פירות קפואים, תוספות לשייק ופיצוחים",מרכז,חולון,פרופסור שור 5,050-3636311,מיצים ופירות,צמחוני-טבעוני,"א-ה: חנות אינטרנטית
שישי: 
שבת: ",,Y,shakeway.co.il/?nowprocket=1,Y,N,31.852569,34.847621
קפה ארז ,קפה בחליטה קרה ,מרכז,תל אביב - יפו,גאולה 37,052-7405648,בית קפה,בית קפה,"א-ה: חנות אינטרנטית
שישי: 
שבת: חנות אינטרנטית",,Y,www.erezcoffeeco.com,Y,N,32.071592,34.768232
פיאצה גרנדה ,מסעדה איטלקית ,מרכז,תל אביב - יפו,קלמן מגן 5,03-6714653,מסעדה,"איטלקי,חלבי","א-ה: 11:00-23:00
שישי: 11:00-15:00
שבת: מצאת השבת-23:00",כשר,Y,www.saronamarket.co.il/restaurants/,N,N,32.070705,34.786792
גלידה סיציליאנית ,"גלידה, קפה וקינוחים",מרכז,פתח תקווה,קניון כפר גנים,03-5545152,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 10:00-23:30
שישי: 
שבת: שעה מצאת השבת - 23:00",,Y,,N,N,32.074305,34.869535
מחנה אסאדה,בשר וואגיו ואסאדו ,ירושלים,ירושלים,אגריפס 80 - שוק מחנה יהודה,02-5436433,מסעדה,בשרים,"א-ה: 11:00-00:00
שישי: 11:00-14:00
שבת: מצאת השבת - 00:00",כשר,Y,www.machneasada.com,N,N,31.784786,35.210829
Mr pretzel ,פרצלים טריים וחמים מצופים בציפויים טעימים,מרכז,ראשון לציון,דוד סחרוב 21,1-700-501-037,מסעדה,"מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 09:30-21:30
שישי: 09:30-14:30
שבת: חצי שעה מצאת השבת - 22:30",כשר,Y,www.mrpretzels.co.il,N,N,31.989872,34.774687
פאזל בורגר ,בורגרים,מרכז,תל אביב - יפו,קניון עזריאלי מנחם בגין 123,03-7757466,מסעדה,בשרים,"א-ה: 10:00-22:00
שישי: 10:00-15:00
שבת: ",כשר,Y,puzzle-burger.co.il/,N,N,32.073856,34.791001
פיקנסין,מסעדה אסייתית ,מרכז,תל אביב - יפו,קניון עזריאלי,03-6181815,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 10:00-22:00
שישי: 10:30-15:00
שבת: ",כשר,Y,,N,N,32.074557,34.791857
פיקנסין,מסעדה אסייתית ,ירושלים,מודיעין-מכבים-רעות,קניון עזריאלי,08-9758784,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 10:00-22:00
שישי: 10:30-15:00
שבת: ",כשר,Y,,N,N,31.899808,35.008424
קפה גרג,בית קפה מסעדה,מרכז,אופקים,יהדות דרום אפריקה 14/1,08-9320066,בית קפה,"איטלקי,בית קפה,חלבי","א-ה: 08:00-23:00
שישי: 08:00-14:45
שבת: חצי שעה לאחר צאת - 00:00",,Y,gregcafe.co.il/,N,N,31.314793,34.623030
מבאלי,"מלבי חלבי, פרווה, טבעוני וללא גלוטן ",מרכז,רמת גן,הרצל 75,058-4124412,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 10:00-00:00
שישי: 09:00-חצי שעה לםני כניסת שבת
שבת: שעה מצאת השבת - 00:00",כשר,Y,logo_mabali,N,N,32.086821,34.815048
SWID - FISH,מסעדה אסייתית - סושי ודגים ,דרום,אשקלון,יכין 1255,050-7714171,מסעדה,"סושי-אסייאתי,דגים,צמחוני-טבעוני","א-ה: 10:00-20:00
שישי: 09:00-15:00
שבת: ",כשר,Y,,Y,N,31.667206,34.586350
קופיברנדס,הכל לקפה ,מרכז,תל אביב - יפו,חנות אינטרנטית - משלוחים לכל הארץ,,בית קפה,בית קפה,"א-ה: חנות אינטרנטית - משלוחים לכל הארץ
שישי: 
שבת: ",כשר,Y,www.coffeebrands.co.il,Y,N,32.078119,34.781419
Mr pretzel,פרצלים טריים וחמים מצופים בציפויים טעימים,דרום,באר שבע,קניון הנגב באר שבע,1-700-501-037,מסעדה,מתוקים-קינוחים,"א-ה: 09:30-21:30
שישי: 09:30-15:00
שבת: חצי שעה מצאת השבת - 23:00",כשר,Y,www.mrpretzels.co.il,N,N,31.244246,34.810619
ג'ויה,מסעדה איטלקית,שרון,נתניה,נתן יונתן 9,09-8356880,מסעדה,"איטלקי,בית קפה","א-ה: 17:00-23:00
שישי: 12:00-16:00
שבת: מצאת השבת - 23:00",כשר,Y,joya.co.il,N,N,32.279125,34.840500
וניליה ,גלידרייה,דרום,יבנה,שדרות הציונות 1,058-4344809,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 11:00-22:00
שישי: 10:00-16:00
שבת: ",,Y,www.vaniglia.co.il,N,N,31.864969,34.726766
Mr pretzel,פרצלים טריים וחמים מצופים בציפויים טעימים,מרכז,גבעתיים,דרך יצחק רבין 53,1-700-501-037,מסעדה,"מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 10:00-21:00
שישי: 
שבת: ",כשר,N,www.mrpretzels.co.il,N,N,32.066448,34.810068
Mr pretzel,פרצלים טריים וחמים מצופים בציפויים טעימים,מרכז,תל אביב - יפו,קניון עזריאלי תל אביב,1-700-501-037,מסעדה,"מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 10:00-21:00
שישי: 
שבת: ",כשר,Y,www.mrpretzels.co.il,N,N,32.073877,34.791892
גלידריית מולי ,גלידות קינוחים ומתוקים ללא עסקיות ,דרום,גדרה,בן גוריון 105,050-8616262,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 10:00-02:00
שישי: 08:00-חצי שעה לפני כניסת שבת
שבת: מצאת השבת - 02:00",כשר,Y,,N,N,31.804248,34.783855
רפאלו,מסעדה איטלקית ,צפון,חיפה,ההסתדרות 248,077-9386015,מסעדה,"איטלקי,בשרים","א-ה: 12:00-23:30
שישי: 12:00-23:30
שבת: 12:00-23:30",,Y,"mcc_item_new,266583",N,N,32.810136,35.072739
פלוריאן ,בית קפה מסעדה איטלקי ובשרים,מרכז,רמת השרון,יצחק אלחנן 5,03-5409430,מסעדה,"איטלקי,בית קפה,בשרים","א-ה: 07:00-20:00 יום ד' עד 23:00
שישי: 07:00-15:00
שבת: 08:00-15:00",,Y,,N,N,32.148453,34.830687
גלידריית מולי ,גלידות קינוחים ומתוקים ללא עסקיות ,דרום,גן יבנה,"צה""ל 28",052-8116262,"גלידריה, מתוקים וקינוחים",מתוקים-קינוחים,"א-ה: 10:00-02:00
שישי: 08:00-חצי שעה לפני כניסת שבת
שבת: מצאת השבת - 02:00",כשר,N,,N,N,31.790163,34.706467
ביגה ,בית קפה  מסעדה חלבית ,דרום,נתיבות,בעלי המלאכה 3,08-6767683,מסעדה,"איטלקי,בית קפה,חלבי,ים תיכוני,כריכים-סלטים","א-ה: 08:00-23:00
שישי: 08:00-חצי שעה לפני כניסת שבת
שבת: ",כשר למהדרין,Y,biga-bakery.co.il,N,N,31.417631,34.595837
אורנת שוקולד,בוטיק שוקולד מובחר ,שרון,קדימה,האופה 2 פארק תעשיות השרון,09-8913388,מארזים במשלוח,מתוקים-קינוחים,"א-ה: חנות אינטרנטית
שישי: חנות אינטרנטית
שבת: ",כשר חתם סופר פתח תקווה,Y,www.cho.co.il,Y,N,32.275212,34.921349
קמאקורה,מסעדת שף בשרית יפנית ,מרכז,רמת גן,אהליאב 5,077-32777778,מסעדה,סושי-אסייאתי,"א-ה: 12:00-15:30 | 18:00-23:30
שישי: 
שבת: ",צהר,Y,ontopo.co.il/kamakura,N,N,32.087445,34.802852
קפה גרג ,בית קפה מסעדה,דרום,באר שבע,דוד טוביהו 125,08-8537703,בית קפה,"איטלקי,בית קפה,חלבי,כריכים-סלטים","א-ה: 
שישי: 
שבת: ",כשר למהדרין,Y,gregcafe.co.il/,N,N,31.251230,34.772178
מאמא גרג ,מסעדה איטלקית ,מרכז,רחובות,"ביל""ו 2",08-8661333,מסעדה,איטלקי,"א-ה: 09:00-22:00
שישי: 08:30-14:00
שבת: מצאת השבת - 23:00","כשר בד""צ",Y,,N,N,31.893554,34.807520
טוקיו ,סושי בר אסייתי ,מרכז,רחובות,הרצל 220,,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 11:00-01:00
שישי: 11:00- חצי שעה לפני כניסת שבת
שבת: חצי שעה לאחר צאת - 01:00",כשר,Y,tokyo-sushi-bar.co.il/,N,N,31.901812,34.809151
אוליבר בר בורגר,מסעדת המבורגרים,אילת,אילת,תרשיש 7,08-6223269,מסעדה,בשרים,"א-ה: 13:00-22:00
שישי: 
שבת: שעה וחצי מצאת השבת-22:30",כשר למהדרין,Y,,N,N,29.551070,34.957580
יקב בזלת הגולן ,"יקב בוטיק - יין, חלבי איטלקי ",צפון,קדמת צבי,קדמת צבי,04-6965010,יקבים ומבשלות בירה,"איטלקי,בר-פאב,חלבי","א-ה: 10:00-17:00
שישי: 10:00-17:00
שבת: 10:00-17:00",כשר,Y,www.bazelet-hagolan.com/,Y,N,33.027775,35.697813
רק בשר ,מסעדת בשרים ,צפון,חיפה,בן גוריון 59,1-700-550-028,מסעדה,"בשרים,ים תיכוני","א-ה: ב'-ה': 17:00-23:00
שישי: 17:00-23:00
שבת: 13:00-23:00",,Y,www.rakbasar.co.il,N,N,32.817557,34.989207
Tommy vegan,מסעדה טבעונית - צמחונית ,אילת,אילת,תרשיש 7,08-6223271,מסעדה,צמחוני-טבעוני,"א-ה: 13:00-23:00
שישי: 
שבת: ",כשר למהדרין,Y,,N,N,29.550983,34.957457
פיקנסין,אוכל מוכן הביתה,ירושלים,מודיעין-מכבים-רעות,לב העיר 2,054-786507,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: אוכל מוכן הביתה
שישי: 07:15-15:30
שבת: ",כשר,Y,,N,N,31.899450,35.006839
פיצה עגבניה רמת אביב,פיצה איטלקית ביתית ,מרכז,תל אביב - יפו,ברודצקי 43,03-7303957,מסעדה,איטלקי,"א-ה: 11:00-00:00
שישי: 11:00- כניסת שבת
שבת: שעה לאחר צאת השבת - 00:00",כשר למהדרין,N,agvania.co.il,N,N,32.111731,34.797510
פיצה עגבניה גבעתיים,פיצה איטלקית ביתית ,מרכז,גבעתיים,סירקין 15,077-8044548,מסעדה,איטלקי,"א-ה: א'-ד': 10:00-00:00 ה' 10:00-01:00
שישי: 10:00-15:00
שבת: שעה לאחר צאת השבת - 01:00",כשר למהדרין,N,agvania.co.il,N,N,32.078293,34.814943
פיצה עגבניה רמלה ,פיצה איטלקית ביתית ,מרכז,רמלה,שדרות דויד רזיאל 1,08-6532312,מסעדה,איטלקי,"א-ה: 10:30-21:30
שישי: 09:30-13:30
שבת: שעה לאחר צאת השבת - 21:30",כשר,Y,agvania.co.il,N,N,31.925427,34.863509
פיצה עגבניה רחובות ,פיצה איטלקית ביתית ,מרכז,רחובות,הרצל 185,08-6222686,מסעדה,איטלקי,"א-ה: 11:30-23:00
שישי: 
שבת: שעה מצאת השבת - 23:00",כשר,Y,agvania.co.il,N,N,31.899664,34.809811
פיצה עגבניה גן העיר ,פיצה איטלקית ביתית ,מרכז,תל אביב - יפו,אבן גבירול 88,03-5467996,מסעדה,איטלקי,"א-ה: 11:00-00:00
שישי: 11:00-15:00
שבת: שעה מצאת השבת - 23:00",כשר למהדרין,N,agvania.co.il,N,N,32.082472,34.781484
TOURO,מסעדת שף בשרית ,ירושלים,ירושלים,ש.א נכון 2,02-5702189,מסעדת שף,"בשרים,ים תיכוני,מתוקים-קינוחים","א-ה: 18:00-23:00
שישי: 
שבת: מצאת השבת-23:00",כשר בהתר מכירה לשנת שמיטה,Y,touro.co.il,N,N,31.771565,35.225193
אדון הבשר ,מסעדה בשרית ,מרכז,רמת גן,שלום זיסמן 3,03-7798444,מסעדה,"בשרים,ים תיכוני","א-ה: 11:00-19:00
שישי: 
שבת: ",כשר,Y,,N,N,32.083550,34.800506
Sunkiss,סושי בר אסייתי ,מרכז,ראשון לציון,משה בקר 3,03-9555148,מסעדה,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 18:00-00:00
שישי: 
שבת: 18:00-01:00",,N,sunkiss.co.il,N,N,31.973697,34.808240
הקליניקה ,בר מסעדה חלבית,מרכז,תל אביב - יפו,הברזל 9,052-3715254,בר-פאב,"בר-פאב,חלבי","א-ה: 18:00-00:00
שישי: 
שבת: 18:00-00:00",,N,bar-7770.business.site,N,N,32.107092,34.836279
קפה זליק,בית קפה  מסעדה ,מרכז,קריית אונו,שלמה המלך 37,03-7362263,בית קפה,"איטלקי,בית קפה,בשרים,הודי,חלבי","א-ה: 09:00-22:30
שישי: 09:00-23:00
שבת: 11:00-23:00",,Y,logo_caffezelik,N,N,32.055233,34.863297
קפה זליק גבעתיים ,בית קפה מסעדה,מרכז,גבעתיים,שנקין 3,03-7311222,בית קפה,"איטלקי,סושי-אסייאתי,בשרים,הודי,חלבי","א-ה: 08:00-23:00
שישי: 08:00-23:00
שבת: 08:00-23:00",,N,cafezelik.co.il,N,N,32.074634,34.809137
מיכליס בלונזרי ,בית קפה מסעדה וקונדיטוריה עם סוגי עוגות ומאפים,ירושלים,מודיעין-מכבים-רעות,החרט 7,08-6691000,בית קפה,"איטלקי,בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:30-23:00
שישי: 08:00-14:30
שבת: מצאת השבת-23:30",כשר למהדרין,Y,michaliscoffee.co.il,N,N,31.888083,34.961793
מבשלת שריגים ,מבשלת בירה בוטיק,ירושלים,שריגים (לי-און),מרכז מסחרי שריגים,073-2725313,יקבים ומבשלות בירה,בר-פאב,"א-ה: 
שישי: 10:30-17:00
שבת: 10:30-17:00",,Y,www.srigim-beer.co.il,N,N,31.676297,34.935053
פיצה עגבניה שינקין,פיצה איטלקית ביתית ,מרכז,תל אביב - יפו,שינקין 19,03-9020833,מסעדה,"איטלקי,חלבי","א-ה: 10:00-00:00
שישי: 10:00-שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 00:00",כשר למהדרין,Y,agvania.co.il,N,N,32.069272,34.773388
פיצה עגבניה אילת ,פיצה איטלקית ביתית ,אילת,אילת,מרכז תיירים מפלס תחתון,08-9327747,מסעדה,"איטלקי,חלבי","א-ה: 12:00-02:00
שישי: 11:00-16:30
שבת: שעה לאחר צאת השבת - 02:00",כשר למהדרין,Y,agvania.co.il,N,N,29.551030,34.952427
פיצה עגבניה חולון,פיצה איטלקית ביתית ,מרכז,חולון,הרוקמים 26,03-6702171,מסעדה,"איטלקי,חלבי","א-ה: 11:00-23:00
שישי: 
שבת: שעה מצאת השבת - 23:00",כשר למהדרין,Y,agvania.co.il,N,N,32.007748,34.800618
Fish Kitchen,מסעדה איטלקית ודגים ,מרכז,תל אביב - יפו,התעשיה 10,03-5629900,מסעדת שף,"איטלקי,דגים,חלבי","א-ה: 12:00-00:00
שישי: 
שבת: מצאת השבת - 00:00",כשר למהדרין,N,,N,N,32.067099,34.786158
king kong,דיינר אסייתי עם מבטא אמריקאי,צפון,חיפה,הסולל 4- ביג קריות,3089*,מסעדה,"סושי-אסייאתי,דגים,צמחוני-טבעוני","א-ה: 12:00-00:00
שישי: 12:00-00:00
שבת: 12:00-00:00",,Y,www.kingkong.co.il,Y,N,32.809630,35.071603
קפה קפה ,בית קפה מסעדה,צפון,חיפה,דרך שמחה גולן,04-8120155,בית קפה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-23:00
שישי: 08:00-שעה לפני כניסת שבת
שבת: 18:00-00:00",,Y,www.cafecafe.co.il/he/home/a/main,N,N,32.789360,35.008482
קפה קפה ,בית קפה מסעדה,צפון,חיפה,שדרות ההסתדרות 55,04-8811600,בית קפה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-23:00
שישי: 08:00-00:30
שבת: 08:00-00:00",,Y,www.cafecafe.co.il/he/home/a/main,N,N,32.793033,35.037621
פרנצ'וק,מסעדה חלבית ,צפון,קצרין,משעול שיאון 1,0772056789,מסעדה,"איטלקי,בית קפה,חלבי","א-ה: 08:00-21:00
שישי: 06:30-15:00
שבת: ",כשר,Y,,N,N,32.994168,35.690535
קפטן המבורגר,מסעדת המבורגרים,אילת,אילת,דרך יותם 1,08-6572222,מסעדה,בשרים,"א-ה: 12:00-01:00
שישי: 12:00-חצי שעה לפני כניסת שבת
שבת: חצי שעה לאחר צאת - 01:00",כן,N,captainb.co.il/branch/אילת/,N,N,29.551012,34.952418
קפה גרג,בית קפה מסעדה,צפון,חריש,גפן 4,04-8532264,בית קפה,"איטלקי,בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-22:30
שישי: 08:00-13:30
שבת: מוצ""ש - 23:00",כשר למהדרין,N,gregcafe.co.il/,N,N,32.470964,35.039500
קפה קפה,בית קפה מסעדה ,צפון,חיפה,דוד אלעזר 10,053-3241759,בית קפה,"בית קפה,בשרים","א-ה: 08:00-00:00
שישי: 08:00-00:00
שבת: 08:00-00:00",,Y,www.cafecafe.co.il/he/home/a/main,N,N,32.805722,34.957355
קפה קפה,בית קפה מסעדה ,צפון,יקנעם עילית,התמר 1,04-9536000,בית קפה,"איטלקי,בית קפה,חלבי","א-ה: 08:00-00:00
שישי: 08:00-שעתיים לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 00:00",כשר,Y,www.cafecafe.co.il/he/home/a/main,N,N,32.660995,35.105723
נמסטה ,מסעדה הודית צמחונית טבעוני ובשרי,דרום,אשדוד,הטיילת 20,08-8562437,מסעדה,"בשרים,הודי,צמחוני-טבעוני","א-ה: 12:00-16:00, 18:00-23:00
שישי: 11:00-15:00
שבת: ",כשר,Y,namaste-ashdod.co.il,Y,N,31.811094,34.639134
קפה גרג,בית קפה מסעדה,דרום,דימונה,קניון דימרי,08-6910090,בית קפה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: א'-ד' 08:00-22:00 ה' 08:00-23:00
שישי: 08:00-שעתיים לפני כניסת שבת
שבת: ",כשר,Y,gregcafe.co.il/,N,N,31.060279,35.020139
בית הפנקייק המקורי ,"ארוחות בוקר, סלטים פנקייקים וקינוחים",דרום,יבנה,הקישון 1,,מסעדה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 
שישי: 
שבת: ",,Y,www.pancake.co.il,N,N,31.886004,34.733920
